,Player,Nation,Position,Club,Age,Born,Match Played,Starts,Minutes Played,90s,Goals,Assist,G-PK,Penalty Kicks,PKatt,Yellow Card,Red Card,Goals/90,Assist/90,G+A/90,G-PK/90,G+A-PK,xG,npxG,xA,xAG,Assist-xAG,npxG+xAG,xG/90,xA/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Shots Total,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK(Shot),npxG/Sh,G-xG,np:G-xG,Passes Completed,Passes Attempted,Pass Completion%,TotDist,PrgDist,Passes Completed(Short),Passes Attempted(Short),Passes Completion%(Short),Passes Completed(Medium),Passes Attempted(Medium),Passes Completion%(Medium),Passes Completed(Long),Passes Attempted(Long),Passes Completion%(Long),Key Passes,Completed Passes to Attacking Third,Completed Passes to Penalty Area,Completed Crosses to Penalty Are,Progressive Pass Completed,Live Ball Passes,Dead Ball Passes,Passes from Free Kick,TB,Passes 40yds+,Crosses,Throw-ins Taken,Corner Kick,Inswinging Corner Kick,Outswinging Corner Kick,Straight Corner Kick,Passes leading to Offside,Passes Blocked,Shots Creating Action,SCA/90,PassLive(SCA),PassDead(SCA),Dribble(SCA),Shot(SCA),Fouls Drawn(SCA),Defensive Action(SCA),Goals Creating Action,GCA/90,PassLive(GCA),PassDead(GCA),Dribble(GCA),Shot(GCA),Fouls Drawn(GCA),Defensive Action(GCA),Touches,Touches in Defensive Penalty Area,Touches in Defensive 3rd,Touches in Middle 3rd,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Live Ball Touches,Dribble Success,Dribble Attempted,Dribble Success%,Mis,Ball Lost (Tackled),Passes Received,Progressive Pass Received,Tackles Attempted,Tackles Won,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles in Attacking 3rd,Tackle Won (vsDribble),Tackle Attempted (vsDribble),Tackle% (vsDribble),Dribbled Past (vsDribble),Blocks,Shots Blocked,Pass Blocked,Interception,Tackle + Interception,Clearance,Error Leads to Shot
242,Léo Gamalho,br BRA,FW,Coritiba,36,1986,28,17,1658,18.4,8,0,6,2,2,2,0,0.43,0.0,0.43,0.33,0.33,7.1,6.0,1.1,1.2,-1.2,7.1,0.38,0.05978260869565218,0.06,0.45,0.32,0.39,35,15,42.9,1.9,0.81,0.17,0.4,12.7,1.0,0.17,0.9,0.0,254.0,345.0,73.6,3610.0,581.0,151.0,195.0,77.4,76.0,97.0,78.4,13.0,23.0,56.5,14.0,18.0,7.0,0.0,21.0,302.0,42.0,0.0,0.0,5.0,6,2.0,0.0,0.0,0.0,0.0,1.0,5.0,35.0,1.9,28.0,0.0,0.0,3.0,3.0,1.0,3.0,0.16,2.0,0.0,0.0,0.0,1.0,0.0,464.0,14.0,35.0,226.0,206.0,66.0,462.0,1.0,5.0,20.0,20.0,19.0,346.0,63.0,12.0,6,3.0,5.0,4.0,4.0,11.0,36.4,7.0,4.0,2.0,2.0,0,12.0,12.0,0.0
243,Ganso,br BRA,MFFW,Fluminense,32,1989,33,33,2477,27.5,5,5,2,3,3,7,0,0.18,0.18,0.36,0.07,0.25,3.9,1.5,5.6,4.8,0.2,6.3,0.14,0.20363636363636362,0.18,0.32,0.05,0.23,20,5,25.0,0.73,0.18,0.1,0.4,24.4,6.0,0.08,1.1,0.5,1815.0,2074.0,87.5,25139.0,7939.0,1108.0,1198.0,92.5,541.0,601.0,90.0,82.0,129.0,63.6,68.0,219.0,52.0,8.0,159.0,1920.0,143.0,79.0,11.0,6.0,60,30.0,34.0,19.0,2.0,1.0,11.0,24.0,128.0,4.65,107.0,9.0,1.0,4.0,2.0,5.0,10.0,0.36,9.0,0.0,0.0,0.0,1.0,0.0,2262.0,34.0,311.0,1237.0,735.0,32.0,2259.0,34.0,50.0,68.0,30.0,36.0,1863.0,90.0,40.0,23,12.0,20.0,8.0,13.0,38.0,34.2,25.0,22.0,4.0,18.0,9,49.0,9.0,0.0
246,Luan Garcia,br BRA,DF,Palmeiras,28,1993,16,14,1225,13.6,0,2,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.6,1.3,0.7,1.5,0.02,0.04411764705882353,0.09,0.11,0.02,0.11,6,0,0.0,0.44,0.0,0.0,,11.3,0.0,0.05,-0.3,-0.3,555.0,656.0,84.6,12299.0,4808.0,132.0,145.0,91.0,314.0,343.0,91.5,106.0,154.0,68.8,5.0,62.0,6.0,0.0,56.0,623.0,28.0,25.0,0.0,4.0,1,3.0,0.0,0.0,0.0,0.0,5.0,3.0,23.0,1.69,21.0,0.0,0.0,1.0,0.0,1.0,5.0,0.37,4.0,0.0,0.0,1.0,0.0,0.0,780.0,79.0,355.0,403.0,27.0,12.0,780.0,0.0,1.0,0.0,6.0,2.0,516.0,2.0,15.0,4,10.0,4.0,1.0,8.0,14.0,57.1,6.0,14.0,8.0,6.0,22,37.0,53.0,1.0
248,Rafael Gava,br BRA,MF,Cuiabá,28,1993,29,24,2044,22.7,1,2,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,2.1,2.1,4.2,4.6,-2.6,6.7,0.09,0.18502202643171808,0.2,0.3,0.09,0.3,31,8,25.8,1.36,0.35,0.03,0.13,22.1,5.0,0.07,-1.1,-1.1,688.0,1017.0,67.6,12241.0,4120.0,328.0,389.0,84.3,244.0,329.0,74.2,96.0,226.0,42.5,47.0,79.0,15.0,7.0,57.0,848.0,167.0,60.0,0.0,7.0,178,1.0,105.0,39.0,57.0,1.0,2.0,34.0,74.0,3.26,34.0,33.0,0.0,2.0,3.0,2.0,4.0,0.18,2.0,1.0,0.0,1.0,0.0,0.0,1181.0,31.0,182.0,565.0,445.0,40.0,1181.0,9.0,13.0,69.2,33.0,21.0,733.0,77.0,31.0,17,11.0,14.0,6.0,17.0,42.0,40.5,25.0,19.0,5.0,14.0,15,46.0,19.0,0.0
249,Lucas Gazal,br BRA,DF,Atl Goianiense,22,1999,15,15,1304,14.5,1,0,1,0,0,1,1,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.2,0.0,0.0,0.4,0.03,0.013793103448275864,0.0,0.03,0.03,0.03,14,3,21.4,0.97,0.21,0.07,0.33,20.3,1.0,0.03,0.6,0.6,486.0,597.0,81.4,10974.0,4295.0,127.0,137.0,92.7,257.0,286.0,89.9,99.0,166.0,59.6,1.0,43.0,3.0,1.0,29.0,571.0,25.0,17.0,0.0,13.0,3,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.55,5.0,0.0,0.0,2.0,0.0,1.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,748.0,150.0,411.0,300.0,41.0,15.0,748.0,2.0,5.0,40.0,3.0,0.0,479.0,3.0,9.0,4,9.0,0.0,0.0,5.0,6.0,83.3,1.0,16.0,12.0,4.0,16,25.0,79.0,0.0
252,Gil,br BRA,DF,Corinthians,34,1987,25,23,2047,22.7,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,0.8,0.8,0.2,2.1,0.05,0.03524229074889868,0.04,0.09,0.05,0.09,15,6,40.0,0.66,0.26,0.0,0.0,10.8,0.0,0.09,-1.2,-1.2,1040.0,1202.0,86.5,20129.0,7260.0,349.0,377.0,92.6,575.0,624.0,92.1,111.0,180.0,61.7,4.0,33.0,2.0,0.0,36.0,1169.0,33.0,30.0,0.0,10.0,0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.44,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1412.0,164.0,742.0,633.0,43.0,28.0,1412.0,1.0,4.0,25.0,4.0,4.0,955.0,1.0,30.0,13,20.0,7.0,3.0,13.0,21.0,61.9,8.0,35.0,25.0,10.0,29,59.0,77.0,0.0
257,Bruno Gomes,br BRA,MF,Coritiba,20,2001,18,16,1497,16.6,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.9,0.7,-0.7,1.5,0.05,0.05421686746987951,0.04,0.09,0.05,0.09,22,4,18.2,1.32,0.24,0.05,0.25,25.6,1.0,0.04,0.1,0.1,547.0,678.0,80.7,9214.0,2846.0,241.0,281.0,85.8,232.0,267.0,86.9,50.0,83.0,60.2,21.0,80.0,18.0,4.0,63.0,646.0,30.0,21.0,2.0,4.0,21,2.0,7.0,4.0,2.0,0.0,2.0,10.0,60.0,3.61,41.0,4.0,7.0,0.0,4.0,4.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,886.0,23.0,159.0,504.0,234.0,18.0,886.0,20.0,41.0,48.8,30.0,24.0,594.0,35.0,40.0,21,21.0,15.0,4.0,20.0,36.0,55.6,16.0,20.0,4.0,16.0,23,63.0,7.0,0.0
258,Igor Gomes,br BRA,MF,São Paulo,22,1999,33,22,2063,22.9,0,6,0,0,0,5,1,0.0,0.26,0.26,0.0,0.26,1.2,1.2,5.0,4.5,1.5,5.8,0.05,0.2183406113537118,0.2,0.25,0.05,0.25,23,4,17.4,1.0,0.17,0.0,0.0,18.9,1.0,0.05,-1.2,-1.2,802.0,1022.0,78.5,13691.0,3881.0,400.0,468.0,85.5,305.0,366.0,83.3,79.0,125.0,63.2,46.0,86.0,35.0,13.0,90.0,971.0,46.0,19.0,6.0,12.0,64,5.0,22.0,6.0,16.0,0.0,5.0,21.0,71.0,3.1,59.0,7.0,1.0,1.0,2.0,1.0,5.0,0.22,5.0,0.0,0.0,0.0,0.0,0.0,1195.0,21.0,160.0,615.0,427.0,53.0,1195.0,17.0,39.0,43.6,27.0,20.0,866.0,86.0,26.0,13,10.0,12.0,4.0,8.0,25.0,32.0,17.0,12.0,2.0,10.0,18,44.0,12.0,0.0
260,João Gomes,br BRA,MF,Flamengo,20,2001,29,22,1880,20.9,0,1,0,0,0,8,0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,1.4,0.9,0.1,1.9,0.05,0.06698564593301436,0.04,0.09,0.05,0.09,17,5,29.4,0.81,0.24,0.0,0.0,22.6,0.0,0.06,-1.0,-1.0,892.0,1027.0,86.9,13734.0,3461.0,483.0,525.0,92.0,332.0,370.0,89.7,48.0,72.0,66.7,16.0,98.0,12.0,1.0,74.0,994.0,32.0,25.0,5.0,2.0,11,6.0,1.0,0.0,0.0,0.0,1.0,18.0,44.0,2.1,38.0,0.0,1.0,1.0,2.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,1300.0,42.0,228.0,744.0,347.0,22.0,1300.0,24.0,36.0,66.7,29.0,24.0,864.0,32.0,90.0,51,37.0,43.0,10.0,31.0,75.0,41.3,44.0,24.0,3.0,21.0,26,116.0,32.0,0.0
261,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30,30,2700,30.0,9,0,8,1,1,9,0,0.3,0.0,0.3,0.27,0.27,4.5,3.7,0.7,0.6,-0.6,4.3,0.15,0.02333333333333333,0.02,0.17,0.12,0.14,26,14,53.8,0.87,0.47,0.31,0.57,8.8,0.0,0.14,4.5,4.3,1247.0,1476.0,84.5,24703.0,9560.0,373.0,414.0,90.1,736.0,807.0,91.2,127.0,220.0,57.7,6.0,75.0,5.0,0.0,65.0,1419.0,56.0,37.0,2.0,7.0,12,16.0,0.0,0.0,0.0,0.0,1.0,8.0,32.0,1.07,28.0,0.0,0.0,1.0,2.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,1770.0,220.0,905.0,773.0,100.0,41.0,1769.0,3.0,4.0,75.0,10.0,2.0,1086.0,7.0,39.0,21,28.0,10.0,1.0,17.0,29.0,58.6,12.0,45.0,30.0,15.0,48,87.0,97.0,0.0
267,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,36,33,2550,28.3,10,2,9,1,1,6,0,0.35,0.07,0.42,0.32,0.39,10.5,9.7,2.8,3.5,-1.5,13.2,0.37,0.0989399293286219,0.12,0.49,0.34,0.47,83,32,38.6,2.93,1.13,0.11,0.28,17.4,19.0,0.12,-0.5,-0.7,853.0,1057.0,80.7,13491.0,2483.0,469.0,525.0,89.3,267.0,317.0,84.2,77.0,111.0,69.4,35.0,64.0,18.0,0.0,67.0,995.0,57.0,14.0,8.0,18.0,27,22.0,11.0,5.0,2.0,0.0,5.0,31.0,84.0,2.97,54.0,3.0,8.0,11.0,8.0,0.0,13.0,0.46,6.0,0.0,1.0,6.0,0.0,0.0,1320.0,20.0,118.0,584.0,638.0,106.0,1319.0,29.0,77.0,37.7,70.0,26.0,1082.0,163.0,8.0,3,1.0,3.0,4.0,1.0,6.0,16.7,5.0,7.0,1.0,6.0,3,11.0,10.0,0.0
269,Guga,br BRA,DF,Atlético Mineiro,23,1998,22,19,1674,18.6,0,2,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.6,0.6,2.1,1.7,0.3,2.3,0.03,0.11290322580645161,0.09,0.12,0.03,0.12,14,1,7.1,0.75,0.05,0.0,0.0,26.1,1.0,0.04,-0.6,-0.6,934.0,1181.0,79.1,15360.0,5195.0,495.0,555.0,89.2,356.0,433.0,82.2,70.0,148.0,47.3,17.0,75.0,15.0,8.0,72.0,945.0,235.0,46.0,0.0,2.0,78,179.0,10.0,1.0,8.0,1.0,1.0,21.0,36.0,1.94,29.0,5.0,1.0,0.0,0.0,1.0,3.0,0.16,2.0,1.0,0.0,0.0,0.0,0.0,1338.0,35.0,288.0,631.0,435.0,18.0,1338.0,8.0,15.0,53.3,13.0,10.0,769.0,31.0,57.0,35,30.0,23.0,4.0,30.0,45.0,66.7,15.0,21.0,4.0,17.0,27,84.0,24.0,1.0
275,Lucas Halter,br BRA,DF,Goiás,21,2000,15,12,1073,11.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,0.0,0.0,1.1,0.09,0.008403361344537815,0.0,0.09,0.09,0.09,9,4,44.4,0.75,0.34,0.0,0.0,10.0,0.0,0.12,-1.1,-1.1,324.0,408.0,79.4,6632.0,2316.0,96.0,108.0,88.9,187.0,208.0,89.9,38.0,80.0,47.5,0.0,19.0,2.0,0.0,20.0,387.0,20.0,18.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.67,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,528.0,100.0,328.0,187.0,15.0,9.0,528.0,0.0,1.0,0.0,0.0,0.0,304.0,1.0,13.0,6,9.0,4.0,0.0,8.0,11.0,72.7,3.0,22.0,18.0,4.0,9,22.0,61.0,1.0
276,Hayner,br BRA,DF,Atl Goianiense,26,1995,19,16,1377,15.3,0,2,0,0,0,8,1,0.0,0.13,0.13,0.0,0.13,0.5,0.5,2.3,1.9,0.1,2.3,0.03,0.1503267973856209,0.12,0.15,0.03,0.15,9,2,22.2,0.59,0.13,0.0,0.0,20.5,0.0,0.05,-0.5,-0.5,479.0,647.0,74.0,8504.0,2760.0,209.0,246.0,85.0,210.0,268.0,78.4,49.0,95.0,51.6,16.0,31.0,23.0,11.0,34.0,513.0,131.0,10.0,1.0,3.0,70,119.0,2.0,0.0,0.0,0.0,3.0,13.0,37.0,2.42,27.0,2.0,1.0,1.0,6.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,830.0,56.0,241.0,320.0,282.0,28.0,830.0,26.0,55.0,47.3,32.0,4.0,488.0,60.0,14.0,10,8.0,2.0,4.0,8.0,17.0,47.1,9.0,10.0,4.0,6.0,22,36.0,46.0,0.0
278,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,13,13,1140,12.7,0,0,0,0,1,4,1,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.4,0.2,-0.2,0.8,0.11,0.03149606299212599,0.02,0.13,0.05,0.07,6,0,0.0,0.47,0.0,0.0,,10.7,0.0,0.1,-1.4,-0.6,515.0,620.0,83.1,12259.0,4807.0,105.0,119.0,88.2,293.0,310.0,94.5,116.0,183.0,63.4,4.0,45.0,3.0,0.0,36.0,597.0,23.0,23.0,1.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.79,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,69.0,323.0,378.0,21.0,15.0,717.0,0.0,1.0,0.0,3.0,0.0,467.0,1.0,12.0,6,8.0,4.0,0.0,8.0,14.0,57.1,6.0,12.0,10.0,2.0,23,35.0,34.0,1.0
279,Helinho,br BRA,FWMF,Bragantino,21,2000,31,19,1710,19.0,4,1,3,1,1,8,0,0.21,0.05,0.26,0.16,0.21,4.0,3.2,1.5,2.6,-1.6,5.8,0.21,0.07894736842105263,0.13,0.35,0.17,0.3,46,12,26.1,2.42,0.63,0.07,0.25,21.2,2.0,0.07,0.0,-0.2,517.0,732.0,70.6,8772.0,2494.0,251.0,315.0,79.7,171.0,230.0,74.3,67.0,122.0,54.9,29.0,52.0,21.0,9.0,56.0,695.0,37.0,9.0,4.0,3.0,69,9.0,19.0,11.0,8.0,0.0,0.0,22.0,82.0,4.32,58.0,6.0,4.0,5.0,7.0,2.0,4.0,0.21,3.0,0.0,0.0,0.0,0.0,1.0,974.0,30.0,136.0,437.0,417.0,49.0,973.0,34.0,58.0,58.6,47.0,23.0,658.0,96.0,28.0,15,15.0,8.0,5.0,16.0,33.0,48.5,17.0,28.0,1.0,27.0,19,47.0,20.0,0.0
280,Henrique,br BRA,DF,Coritiba,35,1986,18,18,1615,17.9,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,0.1,-0.1,1.3,0.06,0.005586592178770951,0.01,0.07,0.06,0.07,11,5,45.5,0.61,0.28,0.0,0.0,12.2,0.0,0.11,-1.2,-1.2,760.0,844.0,90.0,16465.0,5482.0,206.0,215.0,95.8,402.0,422.0,95.3,142.0,192.0,74.0,4.0,34.0,0.0,0.0,32.0,800.0,44.0,40.0,0.0,7.0,3,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.61,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,1013.0,159.0,527.0,457.0,35.0,13.0,1013.0,0.0,2.0,0.0,4.0,0.0,694.0,5.0,19.0,12,16.0,3.0,0.0,13.0,18.0,72.2,5.0,30.0,25.0,5.0,21,40.0,71.0,0.0
286,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,14,12,1054,11.7,2,3,2,0,0,0,0,0.17,0.26,0.43,0.17,0.43,2.0,2.0,1.7,2.2,0.8,4.2,0.17,0.1452991452991453,0.19,0.35,0.17,0.35,26,5,19.2,2.22,0.43,0.08,0.4,17.1,0.0,0.08,0.0,0.0,252.0,361.0,69.8,3447.0,706.0,149.0,183.0,81.4,67.0,100.0,67.0,12.0,29.0,41.4,20.0,14.0,11.0,3.0,18.0,357.0,3.0,0.0,1.0,2.0,21,3.0,0.0,0.0,0.0,0.0,1.0,11.0,31.0,2.65,24.0,0.0,6.0,0.0,1.0,0.0,6.0,0.51,4.0,0.0,2.0,0.0,0.0,0.0,562.0,9.0,80.0,231.0,255.0,52.0,562.0,25.0,48.0,52.1,39.0,35.0,382.0,53.0,30.0,19,11.0,10.0,9.0,13.0,23.0,56.5,10.0,16.0,3.0,13.0,9,39.0,10.0,0.0
287,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,26,17,1502,16.7,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,1.2,1.2,2.0,1.5,-0.5,2.7,0.07,0.11976047904191617,0.09,0.16,0.07,0.16,13,4,30.8,0.78,0.24,0.15,0.5,21.4,0.0,0.09,0.8,0.8,416.0,621.0,67.0,7305.0,3163.0,196.0,236.0,83.1,169.0,246.0,68.7,46.0,94.0,48.9,24.0,21.0,28.0,20.0,29.0,529.0,91.0,4.0,1.0,4.0,93,87.0,0.0,0.0,0.0,0.0,1.0,23.0,49.0,2.93,38.0,3.0,3.0,1.0,1.0,3.0,4.0,0.24,3.0,0.0,0.0,0.0,0.0,1.0,825.0,41.0,268.0,306.0,274.0,26.0,825.0,47.0,83.0,56.6,31.0,23.0,457.0,56.0,48.0,27,31.0,13.0,4.0,21.0,38.0,55.3,17.0,11.0,0.0,11.0,11,59.0,26.0,0.0
288,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,28,26,2305,25.6,0,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,0.2,0.3,0.7,1.6,0.05,0.0078125,0.01,0.06,0.05,0.06,15,3,20.0,0.59,0.12,0.0,0.0,17.6,0.0,0.08,-1.2,-1.2,847.0,1101.0,76.9,19531.0,7984.0,227.0,255.0,89.0,421.0,469.0,89.8,193.0,345.0,55.9,9.0,67.0,4.0,1.0,56.0,1052.0,45.0,44.0,0.0,40.0,3,0.0,0.0,0.0,0.0,0.0,4.0,8.0,25.0,0.98,22.0,0.0,0.0,2.0,0.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,1404.0,259.0,734.0,640.0,39.0,17.0,1404.0,0.0,2.0,0.0,9.0,1.0,800.0,1.0,44.0,24,30.0,12.0,2.0,28.0,41.0,68.3,13.0,38.0,27.0,11.0,42,86.0,130.0,1.0
289,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,32,16,1592,17.7,7,3,5,2,2,6,0,0.4,0.17,0.57,0.28,0.45,8.3,6.7,3.4,3.6,-0.6,10.3,0.47,0.192090395480226,0.2,0.67,0.38,0.58,55,20,36.4,3.11,1.13,0.09,0.25,17.1,0.0,0.12,-1.3,-1.7,334.0,522.0,64.0,5191.0,926.0,190.0,254.0,74.8,101.0,161.0,62.7,28.0,69.0,40.6,22.0,16.0,17.0,11.0,20.0,505.0,16.0,3.0,1.0,3.0,81,5.0,4.0,0.0,3.0,0.0,1.0,10.0,70.0,3.96,42.0,0.0,8.0,5.0,13.0,2.0,9.0,0.51,5.0,0.0,1.0,1.0,2.0,0.0,741.0,15.0,98.0,244.0,421.0,89.0,739.0,26.0,56.0,46.4,40.0,21.0,559.0,107.0,33.0,21,19.0,12.0,2.0,18.0,31.0,58.1,13.0,8.0,0.0,8.0,9,42.0,15.0,0.0
290,Hércules,br BRA,MFFW,Fortaleza,21,2000,28,12,1367,15.2,4,1,4,0,0,1,0,0.26,0.07,0.33,0.26,0.33,2.2,2.2,2.0,1.0,0.0,3.2,0.15,0.13157894736842105,0.07,0.21,0.15,0.21,28,11,39.3,1.84,0.72,0.14,0.36,24.5,0.0,0.08,1.8,1.8,464.0,581.0,79.9,7818.0,2628.0,224.0,252.0,88.9,186.0,227.0,81.9,43.0,74.0,58.1,14.0,56.0,11.0,3.0,56.0,577.0,3.0,2.0,1.0,11.0,17,1.0,0.0,0.0,0.0,0.0,1.0,13.0,40.0,2.63,31.0,0.0,1.0,0.0,4.0,4.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,740.0,20.0,146.0,427.0,182.0,17.0,740.0,20.0,28.0,71.4,25.0,15.0,459.0,27.0,38.0,16,19.0,17.0,2.0,13.0,36.0,36.1,23.0,22.0,3.0,19.0,10,48.0,10.0,0.0
291,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,20,18,1619,18.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,-0.1,0.2,0.0,0.011111111111111112,0.0,0.01,0.0,0.01,2,0,0.0,0.11,0.0,0.0,,13.3,0.0,0.04,-0.1,-0.1,584.0,698.0,83.7,12570.0,4282.0,160.0,179.0,89.4,329.0,365.0,90.1,92.0,141.0,65.2,2.0,53.0,2.0,0.0,35.0,653.0,41.0,32.0,0.0,11.0,1,9.0,0.0,0.0,0.0,0.0,4.0,1.0,14.0,0.78,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,856.0,110.0,420.0,427.0,16.0,4.0,856.0,1.0,3.0,33.3,4.0,0.0,529.0,2.0,32.0,17,21.0,11.0,0.0,21.0,27.0,77.8,6.0,30.0,15.0,15.0,22,54.0,67.0,0.0
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,16,10,1101,12.2,1,0,1,0,0,3,1,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.9,1.1,-1.1,1.9,0.07,0.0737704918032787,0.09,0.15,0.07,0.15,13,3,23.1,1.06,0.25,0.08,0.33,23.9,0.0,0.06,0.2,0.2,439.0,606.0,72.4,6600.0,2894.0,248.0,278.0,89.2,153.0,217.0,70.5,27.0,62.0,43.5,11.0,50.0,9.0,3.0,38.0,466.0,139.0,10.0,1.0,3.0,35,121.0,8.0,0.0,8.0,0.0,1.0,28.0,23.0,1.88,15.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,28.0,191.0,358.0,199.0,14.0,742.0,11.0,26.0,42.3,22.0,5.0,374.0,24.0,30.0,19,18.0,9.0,3.0,16.0,26.0,61.5,10.0,15.0,1.0,14.0,20,50.0,27.0,0.0
295,Victor Hugo,br BRA,MF,Flamengo,17,2004,21,17,1251,13.9,2,2,2,0,0,1,0,0.14,0.14,0.29,0.14,0.29,2.7,2.7,1.7,2.0,0.0,4.7,0.2,0.12230215827338128,0.15,0.34,0.2,0.34,20,7,35.0,1.44,0.5,0.1,0.29,16.7,0.0,0.14,-0.7,-0.7,426.0,518.0,82.2,6849.0,1602.0,222.0,250.0,88.8,161.0,187.0,86.1,33.0,48.0,68.8,16.0,57.0,14.0,2.0,36.0,510.0,5.0,4.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,3.0,10.0,35.0,2.52,24.0,0.0,5.0,5.0,0.0,1.0,9.0,0.65,4.0,0.0,2.0,2.0,0.0,1.0,664.0,26.0,119.0,369.0,186.0,29.0,664.0,20.0,34.0,58.8,25.0,18.0,488.0,45.0,24.0,11,7.0,13.0,4.0,10.0,26.0,38.5,16.0,8.0,3.0,5.0,11,35.0,20.0,0.0
297,Hulk,br BRA,FW,Atlético Mineiro,35,1986,25,24,2088,23.2,12,2,10,2,2,6,0,0.52,0.09,0.6,0.43,0.52,9.1,7.5,3.9,3.4,-1.4,10.9,0.39,0.16810344827586207,0.15,0.54,0.32,0.47,90,24,26.7,3.88,1.03,0.11,0.42,23.7,31.0,0.08,2.9,2.5,427.0,622.0,68.6,6127.0,1455.0,257.0,333.0,77.2,114.0,162.0,70.4,30.0,62.0,48.4,40.0,33.0,24.0,2.0,50.0,540.0,76.0,11.0,1.0,7.0,43,4.0,20.0,7.0,9.0,1.0,6.0,19.0,98.0,4.22,50.0,8.0,16.0,5.0,16.0,3.0,8.0,0.34,5.0,0.0,2.0,1.0,0.0,0.0,921.0,15.0,25.0,345.0,567.0,121.0,919.0,47.0,88.0,53.4,87.0,63.0,754.0,209.0,11.0,6,0.0,7.0,4.0,4.0,17.0,23.5,13.0,4.0,0.0,4.0,3,14.0,12.0,0.0
